NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055300704,2019-06-17,19/0610/DDCV,"SERVICE DEVELOPPEMENT DURABLE ET BIODIVERSITE - Adhésion à l'éco-organisme CITEO - Paiement des contributions à Ecofolio sur les papiers imprimés, dues au titre de l'année 2018.",DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300705,2019-06-17,19/0609/DDCV,SERVICE ETUDES ET CONDUITE D'OPERATIONS - Aménagements paysagers et sportifs d'accompagnement des ouvrages de la Rocade L2 section Nord - Approbation de l'affectation de l'autorisation de programme relative aux travaux - Financement.,DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300706,2019-06-17,19/0608/DDCV,"""GRAND BORELY"" - Approbation des principes généraux de l'opération de requalification et extension du parc Borély.",DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300707,2019-06-17,19/0607/EFAG,"Ecole de la Deuxième Chance - Réfection totale du terrain de football synthétique et création d'une piste d'athlétisme - 360, chemin de La Madrague Ville - 15ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300708,2019-06-17,19/0606/EFAG,"Lancement d'une consultation pour l'organisation des soins somatiques, habillages et toilettes mortuaires ainsi que des transports de corps avant et après mise en bière, pour la Division Funérarium de la Régie Municipale des Pompes Funèbres.",DIRECTION DES OPERATIONS FUNERAIRES,
Marseille,21130055300709,2019-06-17,19/0605/EFAG,Dédommagement suite à la réalisation d'une reprise de concession funéraire.,DIRECTION DES OPERATIONS FUNERAIRES,
Marseille,21130055300710,2019-06-17,19/0604/EFAG,Modifications apportées à l'organisation de la Direction des Opérations Funéraires.,DIRECTION DES OPERATIONS FUNERAIRES,
Marseille,21130055300711,2019-06-17,19/0603/EFAG,Tarifs d'occupation du domaine public communal pour l'année 2020.,DIRECTION DE L'ESPACE PUBLIC,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300712,2019-06-17,19/0602/EFAG,Exonération partielle de la redevance d'occupation du domaine public - Installation de présentoirs à « journaux gratuits » 20 Minutes SAS et Presse SNC.,DIRECTION DE L'ESPACE PUBLIC,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300713,2019-06-17,19/0601/EFAG,Garantie d'emprunt - Société Française des Habitations Economiques - Le Massalia - Réaménagement auprès de la Caisse des Dépôts et Consignations d'un emprunt initialement garanti par la Ville.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300714,2019-06-17,19/0600/EFAG,Garantie d'emprunt - Société Logis Méditerranée - Réaménagement auprès de la Caisse des Dépôts et Consignations de 14 emprunts initialement garantis par la Ville.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300715,2019-06-17,19/0599/EFAG,Garantie d'emprunt - Société ERILIA - Réaménagement auprès de la Caisse des Dépôts et Consignations de 26 emprunts initialement garantis par la Ville.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300716,2019-06-17,19/0598/EFAG,Garantie d'emprunt - Institut Paoli-Calmettes - Modification de la délibération n°19/0161/EFAG du 1er avril 2019.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300717,2019-06-17,19/0597/EFAG,"Garantie d'emprunt - Société CDC Habitat - Allongement de dette pour 2 lignes de prêts garantis par la Ville, pour un montant total de 2 484 478,99 Euros.",DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300718,2019-06-17,19/0596/EFAG,Garantie d'emprunt - Société UNICIL - Tour Saint-Thys - Réhabilitation de 106 logements de la tour Saint-Thys dans le 10ème arrondissement.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300719,2019-06-17,19/0595/EFAG,Garantie d'emprunt - Société UNICIL (anciennement société d'HLM Phocéenne d'Habitations) - Les Calanques - Réhabilitation de 116 logements dans le 13ème arrondissement. ,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300720,2019-06-17,19/0594/EFAG,Garantie d'emprunt - Société UNICIL - Réaménagement auprès de la Caisse des Dépôts et Consignations de 6 emprunts initialement garantis par la Ville.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300721,2019-06-17,19/0593/EFAG,Garantie d'emprunt - Société Foncière d'Habitat et Humanisme - Rue Puvis de Chavannes - Acquisition et amélioration d'un logement dans le 1er arrondissement.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300722,2019-06-17,19/0592/EFAG,"Garantie d'emprunt - Office Public de l'Habitat ""Habitat Marseille Provence"" - Plan Stratégique Patrimonial 2013-2022 - Réhabilitation et désamiantage de 8 cités totalisant 1 262 logements dans divers arrondissements de Marseille.",DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300723,2019-06-17,19/0591/EFAG,Garantie d'emprunt - Société 3F Résidences - Construction d'une résidence hôtelière à vocation sociale (RHVS) de 134 logements dans le 4ème arrondissement.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300724,2019-06-17,19/0590/EFAG,Garantie d'emprunt - Société Le Nouveau Logis Provençal (filiale de la CDC Habitat) - Réaménagement auprès de la Caisse des Dépôts et Consignations de 13 emprunts initialement garantis par la Ville.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300725,2019-06-17,19/0589/EFAG,Garantie d'emprunt - Société Foncière d'Habitat et Humanisme - Rue Gaston Ramon - Acquisition et amélioration d'un logement dans le 9ème arrondissement.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300726,2019-06-17,19/0588/UAGP,DIRECTION DE L'EVALUATION DES PROJETS PARTENARIAUX ET DE LA GESTION EXTERNALISEE - Parc Chanot - Approbation de l'avenant n°10 à la convention n°85/102 du 1er janvier 1985 passée avec la SAFIM.,DIRECTION GENERALE DES SERVICES,
Marseille,21130055300727,2019-06-17,19/0587/EFAG,POLE INVESTISSEMENT - Demandes de participations financières au Conseil Départemental des Bouches-du-Rhône et à l'État.,DIRECTION DU BUDGET,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300728,2019-06-17,19/0586/EFAG,Désignation d'un représentant au sein du Conseil d'Administration de Marseille Habitat.,SERVICE ASSEMBLEES ET COMMISSIONS,DIRECTION DU SECRETARIAT GENERAL
Marseille,21130055300729,2019-06-17,19/0585/EFAG,Affaire 1.,DIRECTION DES ASSURANCES,DIRECTION GENERALE ADJOINTE DE L'ACTION JURIDIQUE
Marseille,21130055300730,2019-06-17,19/0584/EFAG,Mise en œuvre de la politique municipale - Autorisation donnée à Monsieur le Maire de signer des marchés.,DIRECTION DES MARCHES ET PROCEDURES D'ACHATS PUBLICS,DIRECTION GENERALE ADJOINTE DE L'ACTION JURIDIQUE
Marseille,21130055300731,2019-06-17,19/0583/EFAG,Acquisition de matériel electoral - Approbation de l'affectation de l'autorisation de programme.,DIRECTION DES REGIES,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300732,2019-06-17,19/0582/EFAG,"Subvention complémentaire au titre de l'année 2019 en faveur de l'association « Comité d'Action Sociale des Personnels de la Ville de Marseille, du Centre Communal d'Action Sociale de Marseille, et de la Métropole Aix-Marseille Provence ».",DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300733,2019-06-17,19/0581/EFAG,Cycles de travail dans les services municipaux.,DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300734,2019-06-17,19/0580/EFAG,Actualisation des taux de promotion pour les avancements de grade et les échelons spéciaux.,DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300735,2019-06-17,19/0579/EFAG,Modification de la délibération relative au régime indemnitaire des agents de la Ville de Marseille.,DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300736,2019-06-17,19/0578/EFAG,Modification de la délibération sur les modalités de mise en oeuvre et de rémunération des astreintes et des permanences au sein des services municipaux. ,DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300737,2019-06-17,19/0577/EFAG,Ajustement de l'organigramme de la Direction Générale Adjointe des Finances et de Moyens Généraux.,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX,
Marseille,21130055300738,2019-06-17,19/0576/EFAG,Modifications de l'organigramme de la Direction Générale Adjointe Ville Durable et Expansion. ,DIRECTION DES RESSOURCES PARTAGEES (DGAVDE),DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300739,2019-06-17,19/0575/UAGP,Programme DSU - 1ère série d'opérations d'investissement 2019.,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055300740,2019-06-17,19/0574/UAGP,Attribution d'une subvention pour l'exercice 2019 à l'Association d'Aide aux Jeunes Travailleurs (AAJT) pour le fonctionnement de la Boutique Habitat Jeunes (BHaJ).,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055300741,2019-06-17,19/0573/UAGP,Charte de partenariat avec les représentants de propriétaires.,DIRECTION DU SECRETARIAT GENERAL,DIRECTION GENERALE DES SERVICES
Marseille,21130055300742,2019-06-17,19/0572/UAGP,"Charte ""relogement"" pour les personnes évacuées depuis le drame du 5 novembre 2018.",DIRECTION DU SECRETARIAT GENERAL,DIRECTION GENERALE DES SERVICES
Marseille,21130055300743,2019-06-17,19/0571/UAGP,"SERVICE DE L'ACTION FONCIERE - 2ème et 3ème arrondissements - ZAC Cité de la Méditerranée - Programme des Equipements publics - Equipement social Ruffi - Acquisition en VEFA, selon les dispositions du Code des Marchés Publics, d'un local à usage de Maison Pour Tous - Approbation de l'affectation de l'autorisation de programme.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300744,2019-06-17,19/0570/UAGP,"SERVICE DE L'ACTION FONCIERE - 11ème arrondissement - Les Accates - 41, route des Camoins - Principe de cession à titre gratuit consenti au Conseil Départemental des Bouches-du-Rhône pour la réalisation d'un parcours de santé et d'une aire de jeu - Mise à disposition anticipée du terrain.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300745,2019-06-17,19/0569/UAGP,"SERVICE DE L'ACTION FONCIERE - 1er et 2ème arrondissements - Belsunce - Chapitre - Noailles - Hôtel de Ville - Immeubles 29-30, rue du Musée / 4-6-7, rue Nationale - 23, rue des Petites Maries / 78-80-82, rue Bernard du Bois / 25, boulevard National - 15, rue de la Fare / 19, rue Sainte Françoise / 5-28, montée des Accoules / 1-2, rue Puits Baussenque - Principe de cession au profit du bailleur social 13 HABITAT.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300746,2019-06-17,19/0568/UAGP,"SERVICE DE L'ACTION FONCIERE - 3ème arrondissement - Quartier Belle de Mai - Acquisition d'un lot de copropriété et d'une parcelle bâtie au 182-184, boulevard National en vue de la réalisation d'un équipement scolaire jouxtant l'école Pommier - Approbation de l'affectation de l'autorisation de programme.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300747,2019-06-17,19/0567/UAGP,"SERVICE DE L'ACTION FONCIERE - 15ème arrondissement - Quartier Les Crottes - Principe de cession du terrain sis 5, rue de Lyon, anciennement sous concession GDF à une société de projet - Principe de cession de l'emprise du poste source à GRTGAZ - Principe de cession des terrains sis dans l'emprise du projet d'extension du tramway à la Métropole - Désaffectation et déclassement du site.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300748,2019-06-17,19/0566/UAGP,SERVICE DE L'ACTION FONCIERE - 11ème arrondissement - Saint-Marcel - Avenue de la Valbarelle - Résiliation du bail à construction liant la Ville de Marseille et la société Fougerolle - Cession d'un tènement foncier au profit de la société SCCV la Valbarelle ou toute société affiliée.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300749,2019-06-17,19/0565/UAGP,"SERVICE DE L'ACTION FONCIERE - 14ème arrondissement - Les Arnavaux - 29, boulevard Gay Lussac - Principe d'acquisition de plusieurs lots de copropriété en vue du relogement et regroupement des services de régie de la Ville de Marseille.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300750,2019-06-17,19/0564/UAGP,SERVICE DE L'ACTION FONCIERE - 9ème arrondissement - Sormiou - ZAC de La Jarre - Acquisition d'une emprise de terrain auprès de la SOLEAM en vue des travaux d'aménagement du Parc urbain de la Jarre.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300751,2019-06-17,19/0563/UAGP,SERVICE DE L'ACTION FONCIERE - 8ème arrondissement - Traverse le Mée - Constitution de deux servitudes de passage à titre onéreux au profit de la SCI Marseille le Mée.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300752,2019-06-17,19/0562/UAGP,"SERVICE DE L'ACTION FONCIERE - 13ème arrondissement - Les Olives - 67, rue de la Maurelle - Cession d'une parcelle bâtie à Madame Tricarico et Monsieur Sarikaya.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300753,2019-06-17,19/0561/UAGP,"SERVICE DE L'ACTION FONCIERE - 6ème arrondissement - Vauban - 3, rue Lacédémone - Cession d'un tréfonds.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300754,2019-06-17,19/0560/UAGP,"Approbation de la convention d'intervention foncière relative au site Hoche-Versailles à passer entre la Ville de Marseille, la Métropole Aix-Marseille Provence, l'Etablissement Public d'Aménagement Euroméditerrannée et l'Etablissement Public Foncier de Provence-Alpes-Côte d'Azur.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300755,2019-06-17,19/0559/UAGP,SERVICE DE L'ACTION FONCIERE - 15ème arrondissement - Quartier des Crottes - Incidences du Plan de Prévention des Risques Naturels Inondation - Autorisation de signature de l'avenant au bail emphytéotique administratif relatif à la réalisation de la nouvelle unité d'hébergement d'urgence et de l'antenne du Samu Social de la Ville de Marseille - Autorisation de signature de l'avenant au bail de location pour les locaux du Samu Social.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300756,2019-06-17,19/0558/UAGP,Approbation et signature du Plan Partenarial d'Aménagement du Centre-Ville de Marseille.,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055300757,2019-06-17,19/0557/UAGP,"Approbation de la convention de partenariat et de financement à conclure avec l'AGAM relative à la définition, la mise en place et l'ajustement d'un nouvel outil de prospective en matière scolaire et à la réalisation d'études urbaines spécifiques.",DIRECTION DE L'URBANISME,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300758,2019-06-17,19/0556/UAGP,SERVICE COMMERCE - Opération nationale « revitalisation et animation des commerces » - Participation à la Fédération Marseille Centre dans le cadre de cette opération - Financement - Approbation d'une convention.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300759,2019-06-17,19/0555/UAGP,SERVICE COMMERCE - Opération « Ma Boutique à l'Essai » - Attribution d'une subvention à la Métropole Aix-Marseille Provence - Financement - Approbation d'une convention.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300760,2019-06-17,19/0554/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Attribution de subventions à des associations de Rapatriés - 1ère répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300761,2019-06-17,19/0553/ECSS,SERVICE DEVELOPPEMENT TERRRITORIAL - Enseignement Supérieur et Recherche - Institut Hospitalo Universitaire de la Fondation Méditerranée Infection - Projets IHUBIOTEK et PRIMMI - Approbation de l'avenant n°1 à la convention n°2015/81234.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300762,2019-06-17,19/0552/ECSS,Service Développement Territorial - Attribution d'une subvention de fonctionnement à l'Association « Grand Luminy » au titre de l'année 2019 - Approbation d'une convention.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300763,2019-06-17,19/0551/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution d'une subvention de fonctionnement à l'Association de l'Incubateur inter-universitaire de l'Académie d'Aix-Marseille IMPULSE au titre de l'année 2019 - Approbation d'une convention. ,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300764,2019-06-17,19/0550/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution d'une subvention au CNRS Délégation Provence et Corse pour l'organisation de deux manifestations scientifiques.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300765,2019-06-17,19/0549/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution de subventions à Aix-Marseille Université pour l'organisation de cinq  manifestations scientifiques.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300766,2019-06-17,19/0548/ECSS,SERVICE ACCUEIL LOISIRS JEUNES - Attribution de subventions aux associations lauréates du Projet Jeunes Citoyens - Approbation de conventions - Exercice 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300767,2019-06-17,19/0547/ECSS,SERVICE ACCUEIL LOISIRS JEUNES - Subventions aux associations d'animation de la jeunesse dans les quartiers - Approbation de conventions - Exercice 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300768,2019-06-17,19/0546/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Attribution de subventions à des associations agissant en faveur des Droits des Femmes - 2ème répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300769,2019-06-17,19/0545/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Attribution de subventions à des associations d'Animation Urbaine - 1ère répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300770,2019-06-17,19/0544/ECSS,"Rénovation de la Maison Municipale d'Arrondissements Saint André - 11, boulevard Jean Labro - 16ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et aux travaux.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300771,2019-06-17,19/0543/ECSS,Lancement de l'opération relative aux prestations artistiques et techniques pour la réalisation de la Parade Carnavalesque 2020 de la Ville de Marseille.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300772,2019-06-17,19/0542/ECSS,Attribution de subventions aux associations sportives - 3ème répartition 2019 - Approbation de conventions - Budget primitif 2019.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300773,2019-06-17,19/0541/ECSS,Attribution d'une convention d'occupation temporaire du domaine public pour la gestion et l'exploitation du restaurant et du club house du complexe sportif Jean Bouin.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300774,2019-06-17,19/0540/ECSS,Ouverture d'équipements sportifs au grand public - Modification de la liste des équipements en libre accès.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300775,2019-06-17,19/0539/ECSS,Approbation de l'exonération de redevance de l'association Boxing Club de Saint Jérôme pour la période du 27 avril 2019 au 31 décembre 2019.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300776,2019-06-17,19/0538/ECSS,Mises à disposition à titre gratuit d'équipements sportifs pour l'organisation de manifestations caritatives.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300777,2019-06-17,19/0537/ECSS,"Réfection de la pelouse synthétique du terrain de football Terrades, 9, traverse de Pomègues - 8ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300778,2019-06-17,19/0536/ECSS,Mise en sécurité et aménagement de la Plaine Sportive des Trois Lucs - 12ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux.,DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300779,2019-06-17,19/0535/ECSS,"Sécurisation du mur de soutènement du stade Di Giovanni, 89, boulevard Tellène - 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300780,2019-06-17,19/0534/ECSS,"Rénovation de la pelouse synthétique du stade Saint Tronc Régny - 47, Traverse Régny - 9ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300781,2019-06-17,19/0533/ECSS,"Modernisation pour homologation en 3ème catégorie du stade Sevan - 55, boulevard de Compostelle - 12ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et aux travaux.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300782,2019-06-17,19/0532/ECSS,"Réhabilitation du stade de Château Gombert, 60 chemin des Mourets, 13ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300783,2019-06-17,19/0531/ECSS,"Stades Saint Joseph et Gherzo - 23, boulevard Simon Bolivar et 13, traverse de La Michèle - 15ème arrondissement - Réalisation des études de faisabilité dans le cadre de la Coupe du Monde de rugby en 2023 - Approbation de l'affectation de l'autorisation de programme relative aux études - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300784,2019-06-17,19/0530/ECSS,Plateau sportif Viste Bousquet - Réaménagement du plateau sportif - Quartier de la Viste - 15ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300785,2019-06-17,19/0529/ECSS,SERVICE MAITRISE D'OUVRAGE - Réalisation d'un stade de catégorie 3 au Complexe Malpassé - 13ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et aux travaux.,DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300786,2019-06-17,19/0528/ECSS,"Vélodrome Les Olives - Etudes préalables et de faisabilité pour la rénovation - 375, avenue des Poilus - 13ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
