,#,Actions,Code RNE,Appellation,Secteur,Code Postal,Maternelle,Elementaire,Telephone,Web,Mail,Nombre d'élèves,Mode Constructif,Nb élèves par classe,Categorie ERP,Avis de la commission,Effectif Public (CSI),Effectif Personnel (CSI)
,239,"<span data-column-name=""view"" class=""operation-item"">",0130835M,Ecole maternelle Alexandre Copello,Public,13005,,,0491473106,,ce.0130835M@ac-aix-marseille.fr,269,Maison d’Ecole,30,4,FAVORABLE,257,20
,240,"<span data-column-name=""view"" class=""operation-item"">",0130859N,Ecole maternelle Château Gombert,Public,13013,,,0491680120,,ce.0130859N@ac-aix-marseille.fr,145,Front populaire 1936/1938,28,4,FAVORABLE,145,12
,241,"<span data-column-name=""view"" class=""operation-item"">",0130860P,Ecole maternelle Chave,Public,13005,,,0491474993,,ce.0130860P@ac-aix-marseille.fr,171,Eger ou rationalise 1950/1960,26,3,FAVORABLE,445,43
,242,"<span data-column-name=""view"" class=""operation-item"">",0130863T,Ecole maternelle Cité Michelis,Public,13011,,,0491447485,,ce.0130863T@ac-aix-marseille.fr,119,Eger ou rationalise 1950/1960,27,4,FAVORABLE,121,5
,243,"<span data-column-name=""view"" class=""operation-item"">",0130875F,Ecole maternelle La Feuilleraie,Public,13004,,,0491494821,,ce.0130875F@ac-aix-marseille.fr,178,Eger ou rationalise 1950/1960,26,5,FAVORABLE,173,11
,244,"<span data-column-name=""view"" class=""operation-item"">",0130885S,Ecole maternelle Longchamp,Public,13004,,,0491641227,,ce.0130885S@ac-aix-marseille.fr,194,Eger ou rationalise 1950/1960,28,4,FAVORABLE,204,19
,245,"<span data-column-name=""view"" class=""operation-item"">",0130891Y,Ecole maternelle Mazargues,Public,13009,,,0491403570,,ce.0130891Y@ac-aix-marseille.fr,91,Eger ou rationalise 1950/1960,25,NULL,NULL,NULL,NULL
,246,"<span data-column-name=""view"" class=""operation-item"">",0130893A,Ecole maternelle Merlan Village,Public,13014,,,0491982044,,ce.0130893A@ac-aix-marseille.fr,70,Autre industrialise & hors modèle,22,4,FAVORABLE,250,25
,247,"<span data-column-name=""view"" class=""operation-item"">",0130895C,Ecole maternelle Montredon,Public,13008,,,0491730797,,ce.0130895C@ac-aix-marseille.fr,83,Maison d’Ecole,26,4,FAVORABLE,75,8
,248,"<span data-column-name=""view"" class=""operation-item"">",0130896D,Ecole maternelle Moulins,Public,13002,,,0491912025,,ce.0130896D@ac-aix-marseille.fr,103,Maison d’Ecole,26,4,FAVORABLE,105,8
,249,"<span data-column-name=""view"" class=""operation-item"">",0130900H,Ecole maternelle Notre-Dame Limite Château Burzio,Public,13015,,,0491513075,,ce.0130900H@ac-aix-marseille.fr,63,Eger ou rationalise 1950/1960,27,4,FAVORABLE,76,9
,250,"<span data-column-name=""view"" class=""operation-item"">",0130904M,Ecole maternelle Parc Dromel,Public,13009,,,0491752828,,ce.0130904M@ac-aix-marseille.fr,148,Eger ou rationalise 1950/1960,30,3,NULL,357,32
,251,"<span data-column-name=""view"" class=""operation-item"">",0130905N,Ecole maternelle Coin Joli-Sévigné,Public,13009,,,0491710152,,ce.0130905N@ac-aix-marseille.fr,157,Eger ou rationalise 1950/1960,27,4,FAVORABLE,87,8
,252,"<span data-column-name=""view"" class=""operation-item"">",0130909T,Ecole maternelle Petit Bosquet,Public,13012,,,0491661232,,ce.0130909T@ac-aix-marseille.fr,118,Ferry jusqu’en 1936,28,NULL,NULL,NULL,NULL
,253,"<span data-column-name=""view"" class=""operation-item"">",0130912W,Ecole maternelle Pomme Heckel,Public,13011,,,0491447298,,ce.0130912W@ac-aix-marseille.fr,68,Conventionnelle et autres,25,4,FAVORABLE,155,16
,254,"<span data-column-name=""view"" class=""operation-item"">",0130919D,Ecole maternelle Le Rouet,Public,13008,,,0491792746,,ce.0130919D@ac-aix-marseille.fr,160,Ferry jusqu’en 1936,28,3,DEFAVORABLE,432,44
,255,"<span data-column-name=""view"" class=""operation-item"">",0130920E,Ecole maternelle La Rouguière,Public,13011,,,0491894631,,ce.0130920E@ac-aix-marseille.fr,110,Eger ou rationalise 1950/1960,22,4,FAVORABLE,107,9
,256,"<span data-column-name=""view"" class=""operation-item"">",0130930R,Ecole maternelle Saint-Gabriel,Public,13014,,,0491025810,,ce.0130930R@ac-aix-marseille.fr,241,Autre industrialise & hors modèle,30,4,DEFAVORABLE,180,6
,257,"<span data-column-name=""view"" class=""operation-item"">",0130931S,Ecole maternelle Saint-Henri 1,Public,13016,,,0491460824,,ce.0130931S@ac-aix-marseille.fr,109,Eger ou rationalise 1950/1960,23,4,FAVORABLE,108,13
,258,"<span data-column-name=""view"" class=""operation-item"">",0130932T,Ecole maternelle Simiane,Public,13014,,,0491985627,,ce.0130932T@ac-aix-marseille.fr,97,Autre industrialise & hors modèle,25,4,FAVORABLE,109,15
,259,"<span data-column-name=""view"" class=""operation-item"">",0130937Y,Ecole maternelle Saint-Louis Gare,Public,13015,,,0491608592,,ce.0130937Y@ac-aix-marseille.fr,121,Maison d’Ecole,24,3,FAVORABLE,303,27
,260,"<span data-column-name=""view"" class=""operation-item"">",0130939A,Ecole maternelle Saint-Loup Castel Joli,Public,13010,,,0491447301,,ce.0130939A@ac-aix-marseille.fr,113,Eger ou rationalise 1950/1960,27,NULL,NULL,NULL,NULL
,261,"<span data-column-name=""view"" class=""operation-item"">",0130941C,Ecole maternelle Saint-Marcel,Public,13011,,,0491449950,,ce.0130941C@ac-aix-marseille.fr,92,Eger ou rationalise 1950/1960,24,4,FAVORABLE,97,14
,262,"<span data-column-name=""view"" class=""operation-item"">",0130949L,Ecole maternelle Sinoncelli,Public,13014,,,0491640395,,ce.0130949L@ac-aix-marseille.fr,267,Eger ou rationalise 1950/1960,27,2,DEFAVORABLE,678,54
,263,"<span data-column-name=""view"" class=""operation-item"">",0130950M,Ecole maternelle Square Michelet,Public,13009,,,0491760131,,ce.0130950M@ac-aix-marseille.fr,91,Eger ou rationalise 1950/1960,29,4,DEFAVORABLE,233,22
,264,"<span data-column-name=""view"" class=""operation-item"">",0130954S,Ecole maternelle Jouvène Valentine,Public,13011,,,0491430063,,ce.0130954S@ac-aix-marseille.fr,177,Conventionnelle et autres,28,4,FAVORABLE,174,21
,265,"<span data-column-name=""view"" class=""operation-item"">",0130833K,Ecole maternelle Abbé de l'Epée,Public,13005,,,0491341216,,ce.0130833K@ac-aix-marseille.fr,237,Eger ou rationalise 1950/1960,29,4,FAVORABLE,226,10
,266,"<span data-column-name=""view"" class=""operation-item"">",0130841U,Ecole maternelle La Baume,Public,13009,,,0491400744,,ce.0130841U@ac-aix-marseille.fr,65,Eger ou rationalise 1950/1960,23,4,FAVORABLE,139,18
,267,"<span data-column-name=""view"" class=""operation-item"">",0130842V,Ecole maternelle Beaumont Bombardière,Public,13012,,,0491933416,,ce.0130842V@ac-aix-marseille.fr,118,Eger ou rationalise 1950/1960,26,4,FAVORABLE,0,0
,268,"<span data-column-name=""view"" class=""operation-item"">",0130844X,Ecole maternelle Belle de Mai,Public,13003,,,0491621713,,ce.0130844X@ac-aix-marseille.fr,156,Ferry jusqu’en 1936,27,4,FAVORABLE,162,15
,269,"<span data-column-name=""view"" class=""operation-item"">",0130845Y,Ecole maternelle Révolution,Public,13003,,,0491025768,,ce.0130845Y@ac-aix-marseille.fr,255,Ferry jusqu’en 1936,26,NULL,NULL,NULL,NULL
,270,"<span data-column-name=""view"" class=""operation-item"">",0130846Z,Ecole maternelle des Bergers,Public,13006,,,0491476362,,ce.0130846Z@ac-aix-marseille.fr,239,Maison d’Ecole,25,4,FAVORABLE,184,22
,271,"<span data-column-name=""view"" class=""operation-item"">",0130848B,Ecole maternelle La Blancarde,Public,13012,,,0491493782,,ce.0130848B@ac-aix-marseille.fr,140,,27,3,FAVORABLE,381,30
,272,"<span data-column-name=""view"" class=""operation-item"">",0130857L,Ecole maternelle Calanques de Sormiou,Public,13009,,,0491252185,,ce.0130857L@ac-aix-marseille.fr,88,Eger ou rationalise 1950/1960,24,4,DEFAVORABLE,191,23
,273,"<span data-column-name=""view"" class=""operation-item"">",0130861R,Ecole maternelle Louis Botinelly,Public,13004,,,0491496079,,ce.0130861R@ac-aix-marseille.fr,96,Maison d’Ecole,23,4,FAVORABLE,98,15
,274,"<span data-column-name=""view"" class=""operation-item"">",0130867X,Ecole maternelle des Dames,Public,13002,,,0491915539,,ce.0130867X@ac-aix-marseille.fr,120,Conventionnelle et autres,22,4,DEFAVORABLE,135,50
,275,"<span data-column-name=""view"" class=""operation-item"">",0130871B,Ecole maternelle Etienne Milan,Public,13008,,,0491762129,,ce.0130871B@ac-aix-marseille.fr,96,GEEP,24,5,FAVORABLE,98,9
,276,"<span data-column-name=""view"" class=""operation-item"">",0130873D,Ecole maternelle Extérieur,Public,13015,,,0491504215,,ce.0130873D@ac-aix-marseille.fr,194,Ferry jusqu’en 1936,24,3,FAVORABLE,300,37
,277,"<span data-column-name=""view"" class=""operation-item"">",0130876G,Ecole maternelle Fraissinet,Public,13005,,,0491481206,,ce.0130876G@ac-aix-marseille.fr,120,Eger ou rationalise 1950/1960,28,3,FAVORABLE,302,58
,278,"<span data-column-name=""view"" class=""operation-item"">",0130879K,Ecole maternelle Grand Saint Giniez,Public,13008,,,0491762050,,ce.0130879K@ac-aix-marseille.fr,82,Eger ou rationalise 1950/1960,29,4,FAVORABLE,203,19
,279,"<span data-column-name=""view"" class=""operation-item"">",0130916A,Ecole maternelle Rose Saint Théodore,Public,13013,,,0491663561,,ce.0130916A@ac-aix-marseille.fr,79,Eger ou rationalise 1950/1960,21,NULL,NULL,NULL,NULL
,280,"<span data-column-name=""view"" class=""operation-item"">",0130917B,Ecole maternelle La Rosière,Public,13012,,,0491930040,,ce.0130917B@ac-aix-marseille.fr,152,GEEP,26,3,DEFAVORABLE,520,43
,281,"<span data-column-name=""view"" class=""operation-item"">",0130921F,Ecole maternelle La Rouvière,Public,13009,,,0491413421,,ce.0130921F@ac-aix-marseille.fr,153,Eger ou rationalise 1950/1960,27,4,FAVORABLE,507,40
,282,"<span data-column-name=""view"" class=""operation-item"">",0130922G,Ecole maternelle Roy d'Espagne 1,Public,13008,,,0491731975,,ce.0130922G@ac-aix-marseille.fr,137,GEEP,26,3,DEFAVORABLE,237,28
,283,"<span data-column-name=""view"" class=""operation-item"">",0130933U,Ecole maternelle Saint-Joseph Servières,Public,13015,,,0491606167,,ce.0130933U@ac-aix-marseille.fr,87,Eger ou rationalise 1950/1960,21,4,FAVORABLE,87,13
,284,"<span data-column-name=""view"" class=""operation-item"">",0130934V,Ecole maternelle Saint-Julien,Public,13012,,,0491931795,,ce.0130934V@ac-aix-marseille.fr,132,Eger ou rationalise 1950/1960,28,4,FAVORABLE,148,10
,285,"<span data-column-name=""view"" class=""operation-item"">",0130946H,Ecole maternelle Sainte-Marguerite,Public,13009,,,0632873385,,ce.0130946H@ac-aix-marseille.fr,110,Maison d’Ecole,29,NULL,NULL,NULL,NULL
,286,"<span data-column-name=""view"" class=""operation-item"">",0130957V,Ecole maternelle Vincent Leblanc,Public,13002,,,0491916372,,ce.0130957V@ac-aix-marseille.fr,93,Ferry jusqu’en 1936,23,4,DEFAVORABLE,238,21
,287,"<span data-column-name=""view"" class=""operation-item"">",0131231T,Ecole maternelle Calade,Public,13015,,,0491601102,,ce.0131231T@ac-aix-marseille.fr,81,Ferry jusqu’en 1936,27,4,FAVORABLE,79,9
,288,"<span data-column-name=""view"" class=""operation-item"">",0131245H,Ecole maternelle Castellas Les Lions,Public,13015,,,0491600321,,ce.0131245H@ac-aix-marseille.fr,184,GEEP,24,4,FAVORABLE,100,19
,289,"<span data-column-name=""view"" class=""operation-item"">",0131251P,Ecole maternelle Parc des Chartreux,Public,13013,,,0491664741,,ce.0131251P@ac-aix-marseille.fr,107,GEEP,26,4,FAVORABLE,103,12
,290,"<span data-column-name=""view"" class=""operation-item"">",0131270K,Ecole maternelle Sainte-Marthe,Public,13014,,,0491983992,,ce.0131270K@ac-aix-marseille.fr,168,GEEP,23,3,DEFAVORABLE,419,40
,291,"<span data-column-name=""view"" class=""operation-item"">",0131280W,Ecole maternelle Merlan Cerisaie,Public,13014,,,0491981074,,ce.0131280W@ac-aix-marseille.fr,136,Eger ou rationalise 1950/1960,22,4,FAVORABLE,140,14
,292,"<span data-column-name=""view"" class=""operation-item"">",0131534X,Ecole maternelle Cité Azoulay,Public,13008,,,0491762175,,ce.0131534X@ac-aix-marseille.fr,155,GEEP,26,3,FAVORABLE,372,34
,293,"<span data-column-name=""view"" class=""operation-item"">",0131562C,Ecole maternelle Valmante,Public,13009,,,0491411825,,ce.0131562C@ac-aix-marseille.fr,79,Conventionnelle et autres,20,4,FAVORABLE,79,9
,294,"<span data-column-name=""view"" class=""operation-item"">",0131563D,Ecole maternelle Saint-Just Corot,Public,13013,,,0491663875,,ce.0131563D@ac-aix-marseille.fr,190,Eger ou rationalise 1950/1960,25,4,FAVORABLE,202,20
,295,"<span data-column-name=""view"" class=""operation-item"">",0131643R,Ecole maternelle Flotte,Public,13008,,,0491761966,,ce.0131643R@ac-aix-marseille.fr,112,Prefabrique ou industrialise,24,3,FAVORABLE,325,20
,296,"<span data-column-name=""view"" class=""operation-item"">",0131648W,Ecole maternelle Rose Val Plan,Public,13013,,,0491660415,,ce.0131648W@ac-aix-marseille.fr,185,Eger ou rationalise 1950/1960,24,3,DEFAVORABLE,506,39
,297,"<span data-column-name=""view"" class=""operation-item"">",0131832W,Ecole maternelle Saint-Jérôme Susini,Public,13013,,,0491663860,,ce.0131832W@ac-aix-marseille.fr,59,Eger ou rationalise 1950/1960,20,NULL,NULL,NULL,NULL
,298,"<span data-column-name=""view"" class=""operation-item"">",0131924W,Ecole maternelle Mazargues Grande Bastide,Public,13009,,,0491401295,,ce.0131924W@ac-aix-marseille.fr,77,Conventionnelle et autres,21,NULL,NULL,NULL,NULL
,299,"<span data-column-name=""view"" class=""operation-item"">",0132189J,Ecole maternelle Saint-Joseph Les Micocouliers,Public,13014,,,0491607569,,ce.0132189J@ac-aix-marseille.fr,68,Autre industrialise & hors modèle,20,5,FAVORABLE,93,13
,300,"<span data-column-name=""view"" class=""operation-item"">",0132271Y,Ecole maternelle Saint-Loup Centre,Public,13010,,,0491447310,,ce.0132271Y@ac-aix-marseille.fr,97,Eger ou rationalise 1950/1960,26,NULL,NULL,NULL,NULL
,301,"<span data-column-name=""view"" class=""operation-item"">",0132430W,Ecole maternelle Rose Sauvagine,Public,13013,,,0491664349,,ce.0132430W@ac-aix-marseille.fr,101,Eger ou rationalise 1950/1960,28,4,FAVORABLE,226,20
,302,"<span data-column-name=""view"" class=""operation-item"">",0132432Y,Ecole maternelle Vallon-des-Tuves,Public,13015,,,0491656210,,ce.0132432Y@ac-aix-marseille.fr,62,Autre industrialise & hors modèle,17,5,FAVORABLE,138,18
,303,"<span data-column-name=""view"" class=""operation-item"">",0132434A,Ecole maternelle Saint-Barthélémy Flamants,Public,13014,,,0491982342,,ce.0132434A@ac-aix-marseille.fr,173,Autre industrialise & hors modèle,19,3,DEFAVORABLE,358,36
,304,"<span data-column-name=""view"" class=""operation-item"">",0132504B,Ecole maternelle Les Trois Lucs,Public,13012,,,0491937146,,ce.0132504B@ac-aix-marseille.fr,146,GEEP,30,4,FAVORABLE,144,15
,305,"<span data-column-name=""view"" class=""operation-item"">",0132527B,Ecole maternelle Maurelle Jonquilles,Public,13013,,,0491937836,,ce.0132527B@ac-aix-marseille.fr,88,Eger ou rationalise 1950/1960,21,5,FAVORABLE,74,14
,306,"<span data-column-name=""view"" class=""operation-item"">",0132575D,Ecole maternelle La Soude,Public,13009,,,0491402987,,ce.0132575D@ac-aix-marseille.fr,137,Conventionnelle et autres,24,3,FAVORABLE,310,NULL
,307,"<span data-column-name=""view"" class=""operation-item"">",0132747R,Ecole maternelle Bastide Saint-Jean,Public,13012,,,0491347550,,ce.0132747R@ac-aix-marseille.fr,53,Conventionnelle et autres,26,NULL,NULL,NULL,NULL
,308,"<span data-column-name=""view"" class=""operation-item"">",0133039H,Ecole maternelle Villette Fonscolombe,Public,13003,,,0491503860,,ce.0133039H@ac-aix-marseille.fr,171,Autre industrialise & hors modèle,23,4,DEFAVORABLE,151,22
,309,"<span data-column-name=""view"" class=""operation-item"">",0133093S,Ecole maternelle Butte des Carmes,Public,13002,,,0491916859,,ce.0133093S@ac-aix-marseille.fr,86,Conventionnelle et autres,22,3,FAVORABLE,409,36
,310,"<span data-column-name=""view"" class=""operation-item"">",0131281X,Ecole maternelle Maurelette,Public,13015,,,0491601687,,ce.0131281X@ac-aix-marseille.fr,151,GEEP,24,NULL,NULL,NULL,NULL
,311,"<span data-column-name=""view"" class=""operation-item"">",0131542F,Ecole maternelle Font Vert,Public,13014,,,0491983295,,ce.0131542F@ac-aix-marseille.fr,171,Autre industrialise & hors modèle,26,NULL,NULL,NULL,NULL
,312,"<span data-column-name=""view"" class=""operation-item"">",0131547L,Ecole maternelle Raymond Teisseire,Public,13008,,,0491793510,,ce.0131547L@ac-aix-marseille.fr,159,Eger ou rationalise 1950/1960,25,3,FAVORABLE,479,40
,313,"<span data-column-name=""view"" class=""operation-item"">",0131560A,Ecole maternelle Chartreux Ivaldi,Public,13004,,,0491642730,,ce.0131560A@ac-aix-marseille.fr,210,Prefabrique ou industrialise,30,3,DEFAVORABLE,566,61
,314,"<span data-column-name=""view"" class=""operation-item"">",0131646U,Ecole maternelle Mazargues Vaccaro,Public,13009,,,0491401327,,ce.0131646U@ac-aix-marseille.fr,102,GEEP,23,3,DEFAVORABLE,152,23
,315,"<span data-column-name=""view"" class=""operation-item"">",0131650Y,Ecole maternelle Parc Kalliste,Public,13015,,,0491513785,,ce.0131650Y@ac-aix-marseille.fr,184,GEEP,22,4,FAVORABLE,187,20
,316,"<span data-column-name=""view"" class=""operation-item"">",0132148P,Ecole maternelle Granière,Public,13015,,,0491961536,,ce.0132148P@ac-aix-marseille.fr,84,GEEP,25,NULL,NULL,NULL,NULL
,317,"<span data-column-name=""view"" class=""operation-item"">",0132200W,Ecole maternelle Rose Frais Vallon Centre,Public,13013,,,0491662452,,ce.0132200W@ac-aix-marseille.fr,87,Autre industrialise & hors modèle,22,NULL,NULL,NULL,NULL
,318,"<span data-column-name=""view"" class=""operation-item"">",0132289T,Ecole maternelle Les Camoins,Public,13011,,,0491430728,,ce.0132289T@ac-aix-marseille.fr,117,Maison d’Ecole,30,NULL,NULL,NULL,NULL
,319,"<span data-column-name=""view"" class=""operation-item"">",0132301F,Ecole maternelle Amédée Autran,Public,13007,,,0491520756,,ce.0132301F@ac-aix-marseille.fr,72,GEEP,24,4,DEFAVORABLE,201,13
,320,"<span data-column-name=""view"" class=""operation-item"">",0132351K,Ecole maternelle Les Prairies,Public,13013,,,0491661986,,ce.0132351K@ac-aix-marseille.fr,101,Eger ou rationalise 1950/1960,27,NULL,NULL,NULL,NULL
,321,"<span data-column-name=""view"" class=""operation-item"">",0132356R,Ecole maternelle Fondacle,Public,13013,,,0491665220,,ce.0132356R@ac-aix-marseille.fr,83,Autre industrialise & hors modèle,26,5,FAVORABLE,80,10
,322,"<span data-column-name=""view"" class=""operation-item"">",0132377N,Ecole maternelle Croix Rouge,Public,13013,,,0491686993,,ce.0132377N@ac-aix-marseille.fr,116,Autre industrialise & hors modèle,22,NULL,NULL,NULL,NULL
,323,"<span data-column-name=""view"" class=""operation-item"">",0132498V,Ecole maternelle Solidarité 2,Public,13015,,,0491514537,,ce.0132498V@ac-aix-marseille.fr,62,Autre industrialise & hors modèle,21,4,FAVORABLE,154,19
,324,"<span data-column-name=""view"" class=""operation-item"">",0132611T,Ecole maternelle Solidarité 1,Public,13015,,,0491514617,,ce.0132611T@ac-aix-marseille.fr,89,Autre industrialise & hors modèle,21,4,FAVORABLE,154,19
,325,"<span data-column-name=""view"" class=""operation-item"">",0132625H,Ecole maternelle Parade,Public,13013,,,0491685402,,ce.0132625H@ac-aix-marseille.fr,197,Autre industrialise & hors modèle,28,3,FAVORABLE,488,36
,326,"<span data-column-name=""view"" class=""operation-item"">",0132800Y,Ecole maternelle Luminy,Public,13009,,,0491413098,,ce.0132800Y@ac-aix-marseille.fr,33,Conventionnelle et autres,16,4,DEFAVORABLE,52,8
,327,"<span data-column-name=""view"" class=""operation-item"">",0132906N,Ecole maternelle Malpassé Les Floralies,Public,13013,,,0491708487,,ce.0132906N@ac-aix-marseille.fr,131,Autre industrialise & hors modèle,25,4,FAVORABLE,123,15
,328,"<span data-column-name=""view"" class=""operation-item"">",0133246H,Ecole maternelle Prado Plage,Public,13008,,,0491773799,,ce.0133246H@ac-aix-marseille.fr,97,Conventionnelle et autres,26,4,FAVORABLE,251,25
,329,"<span data-column-name=""view"" class=""operation-item"">",0133819F,ECOLE MATERNELLE DESIREE CLARY,Public,13002,,,0491316649,,ce.0133819F@ac-aix-marseille.fr,196,Conventionnelle et autres,24,3,FAVORABLE,424,22
,330,"<span data-column-name=""view"" class=""operation-item"">",0133820G,ECOLE MATERNELLE ZAC CHATEAU GOMBERT,Public,13013,,,,,ce.0133820G@ac-aix-marseille.fr,175,Conventionnelle et autres,29,NULL,NULL,NULL,NULL
,331,"<span data-column-name=""view"" class=""operation-item"">",0130840T,Ecole maternelle Chutes Lavie HLM Méditerranée,Public,13004,,,0491504219,,ce.0130840T@ac-aix-marseille.fr,179,Autre industrialise & hors modèle,22,4,DEFAVORABLE,189,21
,332,"<span data-column-name=""view"" class=""operation-item"">",0130847A,Ecole maternelle Bernabo,Public,13015,,,0491600306,,ce.0130847A@ac-aix-marseille.fr,132,Autre industrialise & hors modèle,26,4,FAVORABLE,141,16
,333,"<span data-column-name=""view"" class=""operation-item"">",0130851E,Ecole maternelle Bonneveine,Public,13008,,,0491730448,,ce.0130851E@ac-aix-marseille.fr,88,Eger ou rationalise 1950/1960,30,3,FAVORABLE,367,30
,334,"<span data-column-name=""view"" class=""operation-item"">",0130852F,Ecole maternelle La Busserine,Public,13014,,,0491983293,,ce.0130852F@ac-aix-marseille.fr,196,Eger ou rationalise 1950/1960,23,3,DEFAVORABLE,438,50
,335,"<span data-column-name=""view"" class=""operation-item"">",0130858M,Ecole maternelle Chartreux HBM,Public,13004,,,0491063354,,ce.0130858M@ac-aix-marseille.fr,83,Conventionnelle et autres,28,NULL,NULL,NULL,NULL
,336,"<span data-column-name=""view"" class=""operation-item"">",0130862S,Ecole maternelle Chutes Lavie,Public,13004,,,0491504180,,ce.0130862S@ac-aix-marseille.fr,16,Maison d’Ecole,18,5,DEFAVORABLE,16,2
,337,"<span data-column-name=""view"" class=""operation-item"">",0130869Z,Ecole maternelle Estaque Plage,Public,13016,,,0491460127,,ce.0130869Z@ac-aix-marseille.fr,67,Ferry jusqu’en 1936,24,NULL,NULL,NULL,NULL
,338,"<span data-column-name=""view"" class=""operation-item"">",0130870A,Ecole maternelle Estaque Riaux,Public,13016,,,0491460067,,ce.0130870A@ac-aix-marseille.fr,58,Eger ou rationalise 1950/1960,24,NULL,NULL,NULL,NULL
,339,"<span data-column-name=""view"" class=""operation-item"">",0130872C,Ecole maternelle de l'Evêché,Public,13002,,,0491904648,,ce.0130872C@ac-aix-marseille.fr,164,Ferry jusqu’en 1936,23,3,FAVORABLE,308,14
,340,"<span data-column-name=""view"" class=""operation-item"">",0130880L,Ecole maternelle Hôtel des Postes,Public,13001,,,0491907432,,ce.0130880L@ac-aix-marseille.fr,117,Ferry jusqu’en 1936,25,4,DEFAVORABLE,125,15
,341,"<span data-column-name=""view"" class=""operation-item"">",0130882N,Ecole maternelle Fiolle-Breteuil,Public,13006,,,0491375829,,ce.0130882N@ac-aix-marseille.fr,77,Ferry jusqu’en 1936,29,4,FAVORABLE,93,10
,342,"<span data-column-name=""view"" class=""operation-item"">",0130883P,Ecole maternelle Jean Mermoz,Public,13008,,,0491775261,,ce.0130883P@ac-aix-marseille.fr,171,GEEP,31,4,DEFAVORABLE,174,15
,343,"<span data-column-name=""view"" class=""operation-item"">",0130884R,Ecole maternelle Le Corbusier,Public,13008,,,0491764361,,ce.0130884R@ac-aix-marseille.fr,35,Conventionnelle et autres,21,NULL,NULL,NULL,NULL
,344,"<span data-column-name=""view"" class=""operation-item"">",0130892Z,Ecole maternelle Menpenti,Public,13010,,,0491804466,,ce.0130892Z@ac-aix-marseille.fr,214,Maison d’Ecole,24,3,FAVORABLE,516,44
,345,"<span data-column-name=""view"" class=""operation-item"">",0130898F,Ecole maternelle Lapin Blanc des Neiges,Public,13008,,,0491733279,,ce.0130898F@ac-aix-marseille.fr,120,Eger ou rationalise 1950/1960,30,4,FAVORABLE,86,10
,346,"<span data-column-name=""view"" class=""operation-item"">",0130908S,Ecole maternelle La Pauline,Public,13009,,,0491755331,,ce.0130908S@ac-aix-marseille.fr,124,Eger ou rationalise 1950/1960,31,4,FAVORABLE,331,18
,347,"<span data-column-name=""view"" class=""operation-item"">",0130911V,Ecole maternelle La Pointe Rouge,Public,13008,,,0491734719,,ce.0130911V@ac-aix-marseille.fr,124,Maison d’Ecole,31,4,DEFAVORABLE,123,13
,348,"<span data-column-name=""view"" class=""operation-item"">",0130915Z,Ecole maternelle Pont de Vivaux Saccoman,Public,13010,,,0491797831,,ce.0130915Z@ac-aix-marseille.fr,207,Eger ou rationalise 1950/1960,26,3,FAVORABLE,383,36
,349,"<span data-column-name=""view"" class=""operation-item"">",0130923H,Ecole maternelle Peyssonnel,Public,13003,,,0491507712,,ce.0130923H@ac-aix-marseille.fr,187,Eger ou rationalise 1950/1960,27,2,DEFAVORABLE,666,75
,350,"<span data-column-name=""view"" class=""operation-item"">",0130928N,Ecole maternelle Saint-Barthélémy SNCF,Public,13014,,,0491982203,,ce.0130928N@ac-aix-marseille.fr,256,Eger ou rationalise 1950/1960,26,2,DEFAVORABLE,836,83
,351,"<span data-column-name=""view"" class=""operation-item"">",0130938Z,Ecole maternelle Saint-Louis Lévêque,Public,13015,,,0491607163,,ce.0130938Z@ac-aix-marseille.fr,156,Eger ou rationalise 1950/1960,26,NULL,NULL,NULL,NULL
,352,"<span data-column-name=""view"" class=""operation-item"">",0130942D,Ecole maternelle Saint-Pierre,Public,13005,,,0491479237,,ce.0130942D@ac-aix-marseille.fr,137,Ferry jusqu’en 1936,30,4,FAVORABLE,142,14
,353,"<span data-column-name=""view"" class=""operation-item"">",0130951N,Ecole maternelle Strasbourg,Public,13003,,,0491507205,,ce.0130951N@ac-aix-marseille.fr,153,Ferry jusqu’en 1936,26,4,FAVORABLE,166,10
,354,"<span data-column-name=""view"" class=""operation-item"">",0130745P,Ecole maternelle Maurelle,Public,13013,,,0491933855,,ce.0130745P@ac-aix-marseille.fr,47,Eger ou rationalise 1950/1960,19,5,DEFAVORABLE,35,9
,355,"<span data-column-name=""view"" class=""operation-item"">",0132476W,Ecole maternelle Emile Vayssière,Public,13014,,,0491981945,,ce.0132476W@ac-aix-marseille.fr,150,GEEP,22,4,FAVORABLE,149,15
,356,"<span data-column-name=""view"" class=""operation-item"">",0131246J,Ecole maternelle Rose Castors,Public,13013,,,0491663567,,ce.0131246J@ac-aix-marseille.fr,90,Eger ou rationalise 1950/1960,27,4,FAVORABLE,109,15
,357,"<span data-column-name=""view"" class=""operation-item"">",0131252R,Ecole maternelle Saint-Thys,Public,13010,,,0491447035,,ce.0131252R@ac-aix-marseille.fr,43,GEEP,21,NULL,NULL,NULL,NULL
,358,"<span data-column-name=""view"" class=""operation-item"">",0131531U,Ecole maternelle Château Sec,Public,13009,,,0491754034,,ce.0131531U@ac-aix-marseille.fr,64,Eger ou rationalise 1950/1960,26,NULL,NULL,NULL,NULL
